scenario,day_key,day,case,axis,variation,vre_share,vre_scale_factor,vre_share_annual,vre_share_day,vpl_mwh,vpl_mode,dc_flex,window_scale,reserve_from_flex,load_mwh,solver,mip_gap,time_milp_s,time_lp_s,objective_milp,cost_total,cost_fuel,cost_startup,cost_shutdown,cost_curtail_penalty,cost_migration,cost_degradation,cost_other,vre_available_mwh,vre_dispatched_mwh,curtailment_mwh,curtailment_pct,startups_total,startups_coal,startups_ng,startups_nuclear,startups_oil,frus_mean_mw,frds_mean_mw,frus_system_mean_mw,frds_system_mean_mw,pmin_mwh,pmin_unit_hours,online_unit_hours,corridor_limit_mw,corridor_flow_mean_mw,corridor_flow_max_mw,corridor_congested_hours,corridor_utilization,lmp_up_mean,lmp_down_mean,lmp_spread_mean,lmp_spread_max,lmp_spread_congested_mean,vpl_virtual_capacity_mw,vpl_virtual_mwh,vpl_cycles_up,vpl_cycles_down,vpl_throughput_mwh,vpl_hours_vtl,vpl_hours_arbitrage,vdc_energy_it_mwh,vdc_energy_elec_mwh,vdc_spatial_shift_mwh,vdc_spatial_shift_pct,vdc_temporal_shift_mwh,vdc_temporal_shift_pct,vdc_mean_delay_h,vdc_completion_min,vdc_site_cap_violation_mw,co2_t,co2_t_coal,co2_t_ng,co2_t_nuclear,co2_t_oil,gen_mwh_csp,gen_mwh_coal,gen_mwh_gas_cc,gen_mwh_gas_ct,gen_mwh_hydro,gen_mwh_nuclear,gen_mwh_oil_ct,gen_mwh_oil_st,gen_mwh_solar_pv,gen_mwh_solar_rtpv,gen_mwh_wind
summer_peak__A__hist,summer_peak,2020-08-26,A,history,hist,0.5,1.2511,0.5,0.3535,800.0,emergent,0.5,1.0,False,177292.6239083235,gurobi,0.0004935198769154,85.7,6.0,2860682.1263606986,2860682.1263607186,2600536.8542123013,265799.61631500005,0.0,-5654.344166602758,0.0,0.0,2.0023435354232788e-08,58670.519351880415,56543.44166602759,2127.077685852822,3.625462513968096,41.0,1.0,19.0,0.0,21.0,23.53646548373417,72.99124535963934,651.1755450499785,2019.4244549500213,10904.0,154,664,500.0,459.75810331657993,500.0,15,0.91951620663316,29.88731138530463,31.935776849696605,2.048465464391971,26.14414015290325,3.572625890571268,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,70332.29508212878,51534.85579408212,18599.622083443788,0.0,197.81720460288,2622.494665025208,50848.43384067672,45083.791368039005,2597.9617100847936,12418.399999999998,9600.0,240.0,0.0,13877.526410834143,7692.334079464739,32351.0865107035
summer_peak__A__native,summer_peak,2020-08-26,A,baseline,native,0.5,1.2511,0.5,0.3535,800.0,emergent,0.5,1.0,False,177292.62390649333,gurobi,0.0004664261271672,8.1,1.1,2769043.0440843045,2769043.044084319,2672266.18111362,102263.94558600002,0.0,-5487.082615313761,0.0,0.0,1.2572854757308962e-08,58670.519351880415,54870.826153137605,3799.693198742798,6.476324465365442,25.0,0.0,14.0,0.0,11.0,49.02999902914868,58.20233287356949,1427.9987217239552,1695.1429449427117,26240.0,260,699,500.0,473.8692296732949,500.0,18,0.9477384593465898,24.27970242726765,29.669361922781405,5.389659495513751,30.80054204477792,7.483051454517176,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,68359.6460495388,47152.77864255827,21094.873582663087,0.0,111.99382431744,2622.494665025208,46610.44870545731,51430.83447225978,2262.147500907972,12418.399999999998,9600.0,136.0,0.0,13738.775423181114,7692.334079464739,30817.22198546656
summer_peak__A__prevday,summer_peak_prev,2020-08-25,A,history,prevday,0.5,1.2511,0.5,0.5372,800.0,emergent,0.5,1.0,False,170076.7563659235,gurobi,0.0004988639384048,354.9,4.5,2121004.832444362,2121004.8324443656,1942630.639104609,185689.765416,0.0,-7315.572076245887,0.0,0.0,2.3283064365386963e-09,85268.04563006318,73155.72076245886,12112.324867604311,14.204998810637496,17.0,0.0,9.0,0.0,8.0,47.1637877389712,53.558258116407984,1114.2444853331947,1265.3138480001387,19538.0,222,567,500.0,488.43535171222726,500.0,18,0.9768707034244544,24.8069674544745,28.678321879280848,3.871354424806354,28.441239116006027,7.319873560591357,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,55798.07916739379,43464.24382422368,12268.976767400509,0.0,64.8585757696,2585.303153082716,42965.43166841363,30584.236162465942,899.864521123757,12840.0,9592.0,80.0,0.0,13712.067929922596,8125.298315305429,48733.05136414812
summer_peak__A__vre30,summer_peak,2020-08-26,A,vre_share,vre30,0.3,0.7506,0.3,0.2121,800.0,emergent,0.5,1.0,False,177292.6239083235,gurobi,0.0004038093300135,12.6,1.9,3355223.805100318,3355223.80510032,3233694.9028454297,125049.13341600004,0.0,-3520.231161112825,0.0,0.0,3.2596290111541752e-09,35202.31161112825,35202.31161112825,0.0,0.0,30.0,0.0,22.0,0.0,8.0,33.07870208181335,65.64551854168785,1149.4848973430137,2281.181769323653,21842.0,236,834,500.0,419.8539371664095,500.0,11,0.839707874332819,31.6913902879246,32.564337442321445,0.8729471543968416,6.114095998398543,1.8295215069684587,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,80526.8468948243,53476.39955957021,26985.71968427937,0.0,64.72765097472,1573.4967990151242,52728.488951254825,60401.98193543733,6889.891577075519,12418.399999999998,9600.0,80.0,0.0,8326.515846500486,4615.400447678844,20686.89851793379
summer_peak__A__vre70,summer_peak,2020-08-26,A,vre_share,vre70,0.7,1.7515,0.7,0.4949,800.0,emergent,0.5,1.0,False,177292.6239083235,gurobi,0.000499916066121,556.8,1.7,2365729.6843332225,2365729.684333226,2198034.6311453446,174845.775678,0.0,-7150.7224901210975,0.0,0.0,3.2596290111541752e-09,82138.72709263254,71507.22490121097,10631.50219142159,12.943349096987877,23.0,0.0,11.0,0.0,12.0,47.58507993148992,54.78266200399396,1229.2812315634894,1415.2187684365106,23130.161456344496,237,620,500.0,460.3560591058181,500.0,12,0.920712118211636,20.29556134949097,29.150981971131188,8.855420621640219,32.19009854064137,17.01803963434631,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,60882.68069441348,45844.21992709178,14886.051823229542,0.0,152.40894409216,3671.492531035289,45310.38641968868,37087.22169680506,1249.642325982507,12418.399999999998,9596.0,184.0,0.0,18630.84573154436,10617.938184162836,38586.94845446848
summer_peak__A__w05,summer_peak,2020-08-26,A,window_scale,w05,0.5,1.2511,0.5,0.3535,800.0,emergent,0.5,0.5,False,175708.05395486485,gurobi,0.0004992333803524,18.7,1.1,2723380.245411425,2723380.2454114403,2632254.3227165868,96598.71115800002,0.0,-5472.788463159973,0.0,0.0,1.3504177331924438e-08,58670.519351880415,54727.884631599736,3942.634720280675,6.719958786515006,24.0,0.0,13.0,0.0,11.0,51.11153624754335,56.46662467199688,1482.234551178757,1637.53211548791,27872.045411600684,274,696,500.0,475.5222383568007,500.0,17,0.9510444767136014,24.09256443928584,28.748249589893778,4.655685150607948,28.44123911600601,7.132301197697096,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,67617.2637230304,46895.22879229235,20596.95994858892,0.0,125.07498214912,2622.494665025208,46340.829885678,50538.59953555355,1971.341350478293,12418.399999999998,9600.0,152.0,0.0,13760.301074457431,7692.334079464739,30652.754812652354
summer_peak__A__w20,summer_peak,2020-08-26,A,window_scale,w20,0.5,1.2511,0.5,0.3535,800.0,emergent,0.5,2.0,False,177206.147144137,gurobi,0.000491618603975,10.9,1.0,2768684.7124824617,2768684.712482477,2671852.167770216,102315.692586,0.0,-5483.147873753008,0.0,0.0,1.4901161193847656e-08,58670.519351880415,54831.478737530095,3839.040614350324,6.543389519573565,26.0,0.0,14.0,0.0,12.0,49.10632028627708,57.90994219589126,1434.3137716950096,1691.452894971657,26698.0,264,701,500.0,468.4937109856366,500.0,16,0.9369874219712732,23.95687172590097,30.091179581877125,6.134307855976154,30.95427721465436,9.796004080605464,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,68544.53970114795,47455.51386394467,20956.65825688969,0.0,132.3675803136,2622.494665025208,46895.871263421104,51132.02838633045,2204.969829568209,12418.399999999998,9600.0,160.0,0.0,13760.301074457431,7692.334079464739,30756.34891858271
summer_peak__B__base,summer_peak,2020-08-26,B,base,base,0.5,1.2511,0.5,0.3535,800.0,emergent,0.5,1.0,False,177292.6239083235,gurobi,0.0003080194393389,30.9,2.2,2698657.2489286307,2698657.2489286447,2666642.466283399,34560.62356800001,0.0,-5502.360138309,0.0,2956.5192155412656,1.3504177331924438e-08,58670.519351880415,55023.601383090005,3646.91796879041,6.215929241937971,17.0,0.0,6.0,0.0,11.0,54.201620362614925,57.85417993107083,1537.9709777891983,1641.6123555441347,29032.0,268,681,500.0,486.4923207834676,500.0,19,0.9729846415669352,20.74469622459413,28.847779889298057,8.103083664703933,31.408906992624896,10.17473393599824,38.81913455702269,737.5635565834311,0.925870063984002,0.921954445729289,1478.2596077706328,,,0.0,0.0,0.0,,0.0,,,,0.0,68202.35649840724,47055.88706300276,21021.427547327683,0.0,125.0418880768,2622.494665025208,46511.27262968052,52874.03300543361,1009.3908979451138,12418.399999999998,9600.0,152.0,0.0,13760.301074457431,7692.334079464739,30948.47156414262
summer_peak__B__dedicated,summer_peak,2020-08-26,B,vpl_mode,dedicated,0.5,1.2511,0.5,0.3535,800.0,dedicated,0.5,1.0,False,177292.6239083235,gurobi,0.0004465053951387,26.2,2.0,2739241.389746733,2739241.389746752,2690359.5062259254,52311.83305200001,0.0,-5425.134812286159,0.0,1995.1852810977928,1.4435499906539917e-08,58670.519351880415,54251.3481228616,4419.171229018813,7.532183586980941,22.0,0.0,9.0,0.0,13.0,52.88773901720057,56.813689554228006,1542.55905466835,1657.06594533165,29558.0,278,700,500.0,481.14543463096015,500.0,17,0.9622908692619204,22.24015707199303,29.791784635125943,7.551627563132921,31.701192147344813,10.45830045834341,20.61058777530872,350.37999218024817,0.3435262395754485,0.9034645611106724,997.5926405488966,16.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,68927.74958493475,47670.99355367553,21100.191293511674,0.0,156.5647377475392,2622.494665025208,47111.23147148985,52506.98538193298,1433.3658345367671,12418.399999999998,9600.0,168.0,20.0,13705.278707267526,7692.334079464739,30231.24067110412
summer_peak__B__explicit,summer_peak,2020-08-26,B,vpl_mode,explicit,0.5,1.2511,0.5,0.3535,800.0,explicit,0.5,1.0,False,177292.6239083235,gurobi,0.0004798824157378,12.2,1.3,2737789.0261114417,2737789.02611146,2688606.2717101728,52311.833052,0.0,-5430.141500966763,0.0,2301.0628502382824,1.5366822481155396e-08,58670.519351880415,54301.41500966763,4369.104342212788,7.446847906712378,22.0,0.0,9.0,0.0,13.0,52.92204840197544,56.88911039630782,1541.354659707535,1656.895340292465,29448.0,277,699,500.0,484.2131485248612,500.0,17,0.9684262970497224,23.20094300336396,29.044752517251226,5.843809513887262,27.011817790074307,8.047263212349533,20.482552473331623,348.20339204663765,0.5162098356696374,0.921954445729289,1150.5314251191412,7.0,10.0,0.0,0.0,0.0,,0.0,,,,0.0,68992.10186600442,47798.38209267102,21037.18812965819,0.0,156.5316436752192,2622.494665025208,47240.73680882381,52355.12981731944,1429.6215408759165,12418.399999999998,9600.0,168.0,20.0,13705.278707267526,7692.334079464739,30281.30755791015
summer_peak__B__f02,summer_peak,2020-08-26,B,dc_flex,f02,0.5,1.2511,0.5,0.3535,800.0,emergent,0.2,1.0,False,179131.23591866114,gurobi,0.0003213642242495,6.1,1.3,2749641.589552309,2749641.5895523266,2711864.4741604025,40277.60499600001,0.0,-5524.455954351145,0.0,3023.966350259029,1.5832483768463135e-08,58670.519351880415,55244.55954351145,3425.959808368963,5.839320746117035,19.0,0.0,7.0,0.0,12.0,51.74550845637321,59.33141462054986,1485.5273052683813,1703.3060280649522,28168.0,262,689,500.0,491.36310703088384,500.0,18,0.9827262140617676,23.77037539008244,29.389618064153183,5.619242674070744,24.366332907053,7.390196837379828,29.864642032412835,537.563556583431,0.9680245231826043,0.9219544457292888,1511.9831751295146,,,0.0,0.0,0.0,,0.0,,,,0.0,69336.25338407676,47811.02101837699,21386.5400436876,0.0,138.69232201216,2622.494665025208,47259.53195994893,53565.42278021747,1182.3899333924571,12418.399999999998,9600.0,168.0,0.0,13760.301074457431,7692.334079464739,31169.42972456407
summer_peak__B__f08,summer_peak,2020-08-26,B,dc_flex,f08,0.5,1.2511,0.5,0.3535,800.0,emergent,0.8,1.0,False,175454.01189729996,gurobi,0.0004741031335482,8.3,1.5,2645168.2170999856,2645168.2171000047,2596396.6553845746,51328.582734,0.0,-5559.862499844626,0.0,3002.8414812582214,1.6763806343078613e-08,58670.519351880415,55598.62499844626,3071.89435343416,5.235839715360735,17.0,0.0,5.0,0.0,12.0,51.61661928323936,59.114809288189214,1430.2104926397576,1637.9728406935762,26724.169277092893,248,665,500.0,482.357591263036,500.0,20,0.964715182526072,20.60059311329822,28.62952538691623,8.028932273618013,30.74743014636778,9.58243461606331,36.87817782917155,737.563556583431,0.9548214800570994,0.9219544457292888,1501.4207406291107,,,0.0,0.0,0.0,,0.0,,,,0.0,67492.10423649268,47454.447823689145,19892.07268567906,0.0,145.58372712448,2622.494665025208,46919.11611547508,50179.73567614132,866.4963850294264,12418.399999999998,9600.0,176.0,0.0,13877.526410834143,7692.334079464739,31406.26984312216
summer_peak__B__hist,summer_peak,2020-08-26,B,history,hist,0.5,1.2511,0.5,0.3535,800.0,emergent,0.5,1.0,False,177292.6239083235,gurobi,0.0002699056378957,36.4,6.1,2804458.9862265377,2804458.9862265578,2581829.905631168,225625.505319,0.0,-5666.6227388809775,0.0,2670.198015252905,1.862645149230957e-08,58670.519351880415,56666.22738880978,2004.291963070631,3.4161824119022266,24.0,1.0,12.0,0.0,11.0,27.41219965157665,77.28536923010893,704.7219660426164,1986.878033957384,12374.0,118,617,500.0,478.4887593664798,500.0,18,0.9569775187329596,27.962398882603537,31.143902070675143,3.1815031880715985,29.25882557198561,4.172554326138357,40.97575314352394,737.5635565834309,0.746919313803777,0.9219544457292886,1335.0990076264525,,,0.0,0.0,0.0,,0.0,,,,0.0,70368.01979873555,51856.15901683114,18386.88508197225,0.0,124.97569993216,2622.494665025208,51158.33793971773,46559.858837348605,1014.8760379108608,12418.399999999998,9600.0,152.0,0.0,13877.526410834143,7692.334079464739,32473.87223348569
summer_peak__B__native,summer_peak,2020-08-26,B,baseline,native,0.5,1.2511,0.5,0.3535,800.0,emergent,0.5,1.0,False,177292.62390649333,gurobi,0.0004236101993058,12.7,1.1,2696339.813032196,2696339.8130559893,2636406.979433952,62555.55759,0.0,-5572.978194312927,0.0,2950.2542263337245,1.6763806343078613e-08,58670.519351880415,55729.78194312928,2940.7374087511457,5.01229142205794,17.0,0.0,7.0,0.0,10.0,50.19581493550857,60.88874278563086,1395.0253567493426,1692.1996432506576,26106.15445432136,238,667,500.0,484.9052152971187,500.0,19,0.9698104305942372,21.8551810832018,28.57324180605759,6.718060722855793,26.14414015290326,8.420470258552681,29.3433473062219,557.5235988182161,0.921954445729289,0.9219544457292888,1475.1271131668625,,,0.0,0.0,0.0,,0.0,,,,0.0,68599.41464177563,48189.64000377903,20311.796443605555,0.0,97.97819439104,2622.494665025208,47645.802665136245,51021.39815503581,1053.590617843724,12418.399999999998,9600.0,120.0,0.0,13877.526410834143,7692.334079464739,31537.426787805176
summer_peak__B__reson,summer_peak,2020-08-26,B,reserve_from_flex,reson,0.5,1.2511,0.5,0.3535,800.0,emergent,0.5,1.0,True,177292.6239083235,gurobi,0.0004977323045526,19.7,1.1,2698654.046576025,2698654.046614568,2666639.263969323,34560.62356800001,0.0,-5502.360138309,0.0,2956.519215541267,1.30385160446167e-08,58670.519351880415,55023.601383090005,3646.9179687904143,6.215929241937976,17.0,0.0,6.0,0.0,11.0,54.20162036261495,57.85417993107081,1537.9709777891992,1641.6123555441343,29032.0,268,681,500.0,486.4923207834677,500.0,19,0.9729846415669354,20.69773015882004,28.779685907990302,8.081955749170262,31.4089069926249,10.148046042692547,38.81913455702268,737.5635565834309,0.925870063984003,0.9219544457292888,1478.2596077706337,,,0.0,0.0,0.0,,0.0,,,,0.0,68202.34429236008,47055.88706300276,21021.44843535285,0.0,125.00879400448,2622.494665025208,46511.27262968051,52867.929477460464,1015.4944259182494,12418.399999999998,9600.0,152.0,0.0,13721.87123810773,7692.334079464739,30986.90140049232
summer_peak__B__soc50,summer_peak,2020-08-26,B,soc_initial,soc50,0.5,1.2511,0.5,0.3535,800.0,emergent,0.5,1.0,False,177292.6239083235,gurobi,0.0003594695427696,15.8,1.1,2705058.543241149,2705058.546756687,2672730.311705806,34560.62356800001,0.0,-5499.492249865859,0.0,3267.103732736572,1.0710209608078005e-08,58670.519351880415,54994.92249865859,3675.5968532218303,6.264810493967488,17.0,0.0,6.0,0.0,11.0,54.99418136704622,57.1593274048836,1567.3341689608176,1629.0408310391824,29366.0,280,684,500.0,493.5501341635144,500.0,21,0.9871002683270288,20.82273404343617,29.312462116662875,8.4897280732267,31.40890699262489,9.64759098040538,34.42278244610872,722.8784313682831,1.138341793750003,0.903598039210354,1633.5518663682858,,,0.0,0.0,0.0,,0.0,,,,0.0,67652.52121898494,46143.38313148878,21384.09619941937,0.0,125.0418880768,2622.494665025208,45622.28122556666,53824.85959115312,1007.8391282206128,12418.399999999998,9600.0,152.0,0.0,13760.301074457431,7692.334079464739,30919.7926797112
summer_peak__B__vpl100,summer_peak,2020-08-26,B,vpl_size,vpl100,0.5,1.2511,0.5,0.3535,400.0,emergent,0.5,1.0,False,177292.6239083235,gurobi,0.0003929725005961,15.1,1.5,2734063.0658292384,2734063.0658292584,2657743.523304588,80358.514074,0.0,-5536.134002079864,0.0,1497.1624527317026,1.862645149230957e-08,58670.519351880415,55361.340020798656,3309.179331081762,5.640276185787167,23.0,0.0,10.0,0.0,13.0,49.15095626503898,58.97299148532388,1411.0420361088272,1693.0162972245062,26130.0,259,689,500.0,476.2258912431864,500.0,17,0.9524517824863729,21.207574234626392,29.755888618833765,8.548314384207375,30.95427721465438,11.998116907403084,21.69304578186562,368.7817782917156,0.9494986201853391,0.921954445729289,748.5812263658513,,,0.0,0.0,0.0,,0.0,,,,0.0,68509.28388473042,47715.14806915172,20637.53798375884,0.0,156.59783181985918,2622.494665025208,47169.85466812333,51244.12892310681,1482.4075421580176,12418.399999999998,9600.0,168.0,20.0,13877.526410834143,7692.334079464739,31168.984865474555
summer_peak__B__vpl100_f02,summer_peak,2020-08-26,B,vpl_x_fd,vpl100_f02,0.5,1.2511,0.5,0.3535,400.0,emergent,0.2,1.0,False,179131.23591866114,gurobi,0.0004896720798026,22.7,2.9,2786352.137457558,2786352.1374575794,2699501.3786379285,90933.47673000002,0.0,-5557.845023535923,0.0,1475.127113166862,2.0023435354232788e-08,58670.519351880415,55578.45023535924,3092.0691165211747,5.270226257886487,23.0,0.0,12.0,0.0,11.0,47.32995723678883,60.7659965204366,1364.6804336607445,1752.086233005922,25916.0,250,692,500.0,476.9685064305626,500.0,17,0.9539370128611252,21.74807949973223,29.44726240339588,7.699182903663643,30.95427721465435,10.770958725999169,21.693045781865617,368.7817782917155,0.9219544457292888,0.9219544457292888,737.563556583431,,,0.0,0.0,0.0,,0.0,,,,0.0,69626.20814730134,48454.77064241817,21046.395616806378,0.0,125.0418880768,2622.494665025208,47886.07008993985,51866.55213999811,1799.4473622041687,12418.399999999998,9600.0,152.0,0.0,13877.526410834143,7692.334079464739,31386.095080035146
summer_peak__B__vpl100_f08,summer_peak,2020-08-26,B,vpl_x_fd,vpl100_f08,0.5,1.2511,0.5,0.3535,400.0,emergent,0.8,1.0,False,175454.01189729996,gurobi,0.0002725978629028,7.7,1.2,2680708.7596359747,2680708.759711681,2610573.4629779435,73937.773446,0.0,-5507.484814421902,0.0,1705.008102146448,1.2572854757308962e-08,58670.519351880415,55074.848144219024,3595.671207661387,6.128582544320267,20.0,0.0,9.0,0.0,11.0,51.63495265251391,57.779480337176814,1460.8388687940394,1634.6777978726277,27456.0,264,679,500.0,472.1613813015078,500.0,16,0.9443227626030156,25.2924829411857,28.637097576126585,3.344614634940882,23.069501330475266,5.58946786447025,23.048861143232223,368.7817782917156,1.2093056819537713,0.921954445729289,852.504051073224,,,0.0,0.0,0.0,,0.0,,,,0.0,67626.6359240705,47348.13727549716,20146.565355384228,0.0,131.93329318912,2622.494665025208,46793.48610792627,50314.278650071166,1278.5023909456197,12418.399999999998,9600.0,160.0,0.0,13712.813197663789,7692.334079464739,31047.206202065285
summer_peak__B__vpl400,summer_peak,2020-08-26,B,vpl_size,vpl400,0.5,1.2511,0.5,0.3535,1600.0,emergent,0.5,1.0,False,177292.6239083235,gurobi,0.0003385089862927,8.1,1.2,2649556.885605408,2649556.885605421,2637880.6495244806,11433.962856000002,0.0,-5528.1197431982455,0.0,5770.392968127067,1.1641532182693481e-08,58670.519351880415,55281.19743198247,3389.321919897952,5.776873900792089,4.0,0.0,2.0,0.0,2.0,54.63284745040474,61.253655617079936,1484.192355735995,1664.057644264005,28434.0,233,652,500.0,491.9994281685797,500.0,21,0.9839988563371592,26.89711867494089,28.57619391895521,1.6790752440143148,7.850343613349899,1.863987747019795,70.24414824604104,1475.1271131668618,0.88129335681042,0.9219544457292886,2885.1964840635337,,,0.0,0.0,0.0,,0.0,,,,0.0,69197.21269910477,48903.63002104072,20280.39527084228,0.0,13.18740722176,2622.494665025208,48301.7368087965,51552.81230758087,666.8343459587338,12418.399999999998,9600.0,16.0,0.0,13877.526410834143,7692.334079464739,31088.842276658368
summer_peak__B__vpl400_f02,summer_peak,2020-08-26,B,vpl_x_fd,vpl400_f02,0.5,1.2511,0.5,0.3535,1600.0,emergent,0.2,1.0,False,179131.23591866114,gurobi,0.0004618782128915,6.1,1.2,2702520.29935862,2702520.2993586333,2691029.510703306,11640.950856000003,0.0,-5535.053017231272,0.0,5384.890816546684,1.1175870895385742e-08,58670.519351880415,55350.53017231272,3319.989179567692,5.6587008539260255,8.0,0.0,2.0,0.0,6.0,51.57212624357077,63.17901184444137,1416.0846331047142,1734.7903668952858,26886.0,229,659,500.0,489.70479297346907,500.0,18,0.9794095859469382,27.66876556306948,29.288904492431083,1.6201389293616035,7.641527474078266,2.0829067764188007,81.95150628704789,1475.127113166862,0.76082393444155,0.9219544457292888,2692.445408273342,,,0.0,0.0,0.0,,0.0,,,,0.0,70169.8740517498,49320.94980053316,20784.934249696005,0.0,63.99000152064,2622.494665025208,48714.81944884169,52819.15779154113,662.9915651040333,12418.399999999998,9600.0,80.0,0.0,13846.718566791054,7692.334079464739,31188.98286103172
summer_peak__B__vpl400_f08,summer_peak,2020-08-26,B,vpl_x_fd,vpl400_f08,0.5,1.2511,0.5,0.3535,1600.0,emergent,0.8,1.0,False,175454.01189729996,gurobi,0.0001195185206515,8.3,1.4,2600658.98984169,2600658.989841704,2588920.589006442,11330.468856,0.0,-5522.457462396328,0.0,5930.3894416470375,1.0710209608078005e-08,58670.519351880415,55224.574623963286,3445.944727917132,5.873383712951039,2.0,0.0,2.0,0.0,0.0,57.4632227512345,58.87113780346505,1553.9013152312991,1591.9736847687009,29998.0,242,649,500.0,494.4843799533719,500.0,21,0.9889687599067438,26.376803636277213,28.27991021851425,1.9031065822370348,7.007250973165636,2.1200235621314736,70.24414824604105,1475.127113166862,0.9312922547854104,0.9219544457292888,2965.1947208235188,,,0.0,0.0,0.0,,0.0,,,,0.0,68012.04083677303,48149.41929437913,19862.621542393896,0.0,0.0,2622.494665025208,47576.055467980696,50526.02018178064,667.2927846874832,12418.399999999998,9600.0,0.0,0.0,13877.526410834143,7692.334079464739,31032.219468639185
summer_peak__B__vpl650,summer_peak,2020-08-26,B,vpl_size,vpl650,0.5,1.2511,0.5,0.3535,2600.0,emergent,0.5,1.0,False,177292.6239083235,gurobi,0.0002616052583347,5.7,1.2,2629476.723336724,2629476.723336749,2615008.8803498074,11330.468856,0.0,-5577.470743766266,0.0,8714.844874689248,1.816079020500183e-08,58670.519351880415,55774.70743766267,2895.8119142177457,4.935718903134157,2.0,0.0,2.0,0.0,0.0,46.06199992413104,68.072706890449,1211.0467480052785,1789.7449186613885,22674.0,178,631,500.0,451.8759280315178,500.0,18,0.9037518560630357,29.26655330095825,29.63399877998312,0.3674454790248577,4.753378535534985,0.3229483348024414,93.4688464347488,1682.4392358254784,0.7539772609417206,0.9219544457292888,4357.422437344624,,,0.0,0.0,0.0,,0.0,,,,0.0,70275.62548883777,50891.81321554373,19383.81227329404,0.0,0.0,2622.494665025208,50205.63163657807,49444.80469315983,657.4417181354189,12418.399999999998,9600.0,0.0,0.0,13877.526410834143,7692.334079464739,31582.352282338576
summer_peak__B__vpldown,summer_peak,2020-08-26,B,vpl_decomp,vpldown,0.5,1.2511,0.5,0.3535,800.0,emergent,0.5,1.0,False,177292.6239083235,gurobi,0.0003018769478672,13.7,1.1,2742287.83926094,2742287.8393349703,2665939.364746118,80358.514074,0.0,-5485.166598329624,0.0,1475.127113166862,1.5366822481155396e-08,58670.519351880415,54851.66598329625,3818.8533685841626,6.508981701151018,23.0,0.0,10.0,0.0,13.0,48.39830173903167,59.94434746038608,1385.4013872797816,1715.9069460535518,26174.0,253,687,500.0,464.831340443885,500.0,15,0.92966268088777,24.248424916908444,29.47745575502172,5.229030838113282,30.95427721465436,8.849666552535352,23.213559469776023,348.2033920466404,0.0,0.9219544457292888,737.563556583431,,,0.0,0.0,0.0,,0.0,,,,0.0,69065.88720838612,48354.13036549929,20555.19210513928,0.0,156.5647377475392,2622.494665025208,47778.64944470132,51191.24798977509,1431.869270808837,12418.399999999998,9600.0,168.0,20.0,13719.382358481698,7692.334079464739,30817.4548803246
summer_peak__B__vplup,summer_peak,2020-08-26,B,vpl_decomp,vplup,0.5,1.2511,0.5,0.3535,800.0,emergent,0.5,1.0,False,177292.6239083235,gurobi,0.0004607704997855,15.7,1.2,2727645.553192267,2727645.553192282,2679354.688176202,52311.83305200001,0.0,-5502.360138308999,0.0,1481.3921023744035,1.4901161193847656e-08,58670.519351880415,55023.60138308999,3646.917968790424,6.215929241937992,22.0,0.0,9.0,0.0,13.0,54.06803936639712,55.19758563360289,1585.9958214143155,1619.1291785856845,29728.0,290,704,500.0,486.8232524244563,500.0,18,0.9736465048489126,20.72168692641868,29.470300591320363,8.74861366490169,31.408906992624896,11.600703599372926,0.0,0.0,0.9258700639840024,0.0,740.6960511872019,,,0.0,0.0,0.0,,0.0,,,,0.0,67739.80204268846,46178.539505498375,21404.66470537022,0.0,156.59783181985918,2622.494665025208,45643.55079840589,52908.91201615783,1676.6374714926978,12418.399999999998,9600.0,168.0,20.0,13721.87123810773,7692.334079464739,30986.901400492312
summer_peak__B__vre30,summer_peak,2020-08-26,B,vre_share,vre30,0.3,0.7506,0.3,0.2121,800.0,emergent,0.5,1.0,False,177292.6239083235,gurobi,0.0003180694920398,15.7,1.9,3311126.615488017,3311126.615595932,3209670.625826707,102025.966704,0.0,-3520.231161112825,0.0,2950.254226333724,3.725290298461914e-09,35202.31161112825,35202.31161112825,0.0,0.0,19.0,0.0,18.0,0.0,1.0,32.13059888916373,69.57065111083628,1071.019962972124,2319.021703694543,20778.0,212,800,500.0,429.9314142702083,500.0,10,0.8598628285404165,30.985657844315995,31.28301865174164,0.2973608074256379,2.854791270706187,0.8639153146856564,67.43847746339478,674.3847746339477,0.9219544457292888,0.9219544457292888,1475.127113166862,,,0.0,0.0,0.0,,0.0,,,,0.0,81474.85337299315,55254.47463523673,26201.39144921114,0.0,18.98728854528,1573.4967990151242,54425.14921356598,60483.119699161165,5426.251975941879,12418.399999999998,9600.0,24.0,0.0,8326.515846500486,4615.400447678844,20686.89851793379
